id,name,slug,category,address,phone,website,opening_hours,latitude,longitude,google_place_id,osm_id,osm_match_confidence
apify-ChIJgbooBgLwGA0RBT1Rvg1Ahw4,Q.ta do Casal Branco,q-ta-do-casal-branco,restauração,"Almeirim, Portugal",,,,39.1701846,-8.659847,ChIJgbooBgLwGA0RBT1Rvg1Ahw4,,
apify-ChIJEyQXfvbvGA0RQPQW5doY51o,Quinta do Casal Branco,quinta-do-casal-branco,Adega,"Estrada Nacional 118, KM 69, 2080-187 Almeirim, Portugal",,http://www.casalbranco.com/,,39.1694481,-8.6597986,ChIJEyQXfvbvGA0RQPQW5doY51o,,
apify-ChIJX0f4WXH7GA0RhQCGuHm7p9M,Raposinha da Aldeia,raposinha-da-aldeia,Restaurante,"N114 N 45, 2080-701 Almeirim, Portugal",+351243010106,https://www.facebook.com/RaposinhaDaAldeia,,39.1095334,-8.579698,ChIJX0f4WXH7GA0RhQCGuHm7p9M,,
apify-ChIJTTgrzNPxGA0RwxFtll6J9AQ,Rei das coxinhas,rei-das-coxinhas,Restaurante,"R. Dr. Ernestino Conceição Rodrigues 13A, 2080-124 Almeirim, Portugal",+351937049332,https://www.facebook.com/reidacoxinhaalmerim,,39.2086129,-8.6213716,ChIJTTgrzNPxGA0RwxFtll6J9AQ,,
apify-ChIJKezuEFDxGA0Rjhd6ZHhMSxY,"Resposta Aventureira Unipessoal, Lda",resposta-aventureira-unipessoal-lda,Restaurante,"R. Dr. Guilherme Nunes Godinho, 2080-562 Fazendas de Almeirim, Portugal",+351927572349,,,39.1761247,-8.5839168,ChIJKezuEFDxGA0Rjhd6ZHhMSxY,,
apify-ChIJH8O_hvLxGA0ReEXjyX1rhfI,Restaurante Arcada Da Hortênsia,restaurante-arcada-da-hortensia,Restaurante,"R. Prof. Egas Moniz, 2080-108 Almeirim, Portugal",+351916479730,https://restaurantguru.com/Arcada-da-Hortensia-Almeirim,,39.2069572,-8.6175695,ChIJH8O_hvLxGA0ReEXjyX1rhfI,,
apify-ChIJ9wNC_0bxGA0RSRTZYRx6FMQ,Restaurante Cacho Dourado,restaurante-cacho-dourado,Restaurante,"R. Macau 11, 2080-095 Almeirim, Portugal",+351243053333,,,39.2033004,-8.6270015,ChIJ9wNC_0bxGA0RSRTZYRx6FMQ,,
apify-ChIJEw5p7qXwGA0R861vcmFlKp8,RESTAURANTE CANTINHO DOS AMIGOS,restaurante-cantinho-dos-amigos,Restaurante,"2080-562 Fazendas de Almeirim, Portugal",+351927572349,,,39.1760962,-8.5838918,ChIJEw5p7qXwGA0R861vcmFlKp8,,
apify-ChIJmVMnp6rxGA0RAbDJJOUdDZc,Restaurante japonês GINZA 8 Almeirim,restaurante-japones-ginza-8-almeirim,restauração,"PT, R. Infante Dom Henrique 185 C/D2080-145 Almeirim, Portugal",+351243592327,,,39.2105248,-8.6155307,ChIJmVMnp6rxGA0RAbDJJOUdDZc,,
apify-ChIJ7RNFParxGA0RhKnu8xFlPkw,Restaurante Marisqueira Gandarez,restaurante-marisqueira-gandarez,Restaurante,"Avenida Dom João I Nº 64, 2080-014 Almeirim, Portugal",+351918139131,,,39.213053,-8.6175177,ChIJ7RNFParxGA0RhKnu8xFlPkw,,
apify-ChIJIyh8llrlGA0Run3Qp0yfUlc,Restaurante O Amável,restaurante-o-amavel,Restaurante,"Estrada Nacional 118, 2080-403, Azeitada",+351243589271,,,39.1563841,-8.66916,ChIJIyh8llrlGA0Run3Qp0yfUlc,node-13012415033,0.708
apify-ChIJf8k0Z4zxGA0RULwlTmJixdk,Restaurante O Garfo,restaurante-o-garfo,Restaurante,"R. Moinho de Vento, 2080-014 Almeirim, Portugal",+351922216775,https://www.facebook.com/profile.php?id=100092348445051,,39.2059961,-8.6198329,ChIJf8k0Z4zxGA0RULwlTmJixdk,,
apify-ChIJKxR1j5bxGA0Rx7HSFdaxsO4,Restaurante Tia Kikas,restaurante-tia-kikas,Restaurante,"Rua de Santarém 23 31, 2080-099 Almeirim, Portugal",+351917406425,,,39.2111155,-8.6328577,ChIJKxR1j5bxGA0Rx7HSFdaxsO4,,
apify-ChIJWwURvUj4GA0RT5zAPFa6j18,Restaurante Tó-Zé,restaurante-to-ze,Restaurante,"Fazendas de Almeirim, Portugal",+351243595471,,,39.1502521,-8.5179986,ChIJWwURvUj4GA0RT5zAPFa6j18,,
apify-ChIJK3wUX937GA0R00olbDin8IE,Retiro da Bêbeda,retiro-da,Cafeteria,"592J+R9, Almeirim, Portugal",,,,39.152063,-8.6190159,ChIJK3wUX937GA0R00olbDin8IE,,
apify-ChIJLcqxzLLxGA0RZz6LcsTeOx8,Rhefugio's Bar,rhefugio-s-bar,Bar,"Praça Lourenço de Carvalho, 2080-043 Almeirim, Portugal",,,,39.2081601,-8.6290798,ChIJLcqxzLLxGA0RZz6LcsTeOx8,,
apify-ChIJ48ZyuQHxGA0RkEkk4_SGjSQ,Sabor Indiano,sabor-indiano,Restaurante indiano,"Praceta do Santíssimo 16E Bloco 16, 2080-045 Almeirim, Portugal",+351932745661,https://wwwcafe.de/sabor-indiano/,,39.2135295,-8.6216187,ChIJ48ZyuQHxGA0RkEkk4_SGjSQ,,
apify-ChIJLzyRFUX7GA0RjN8q1XvU5LA,Sabores Com Musica,sabores-com-musica,Restaurante,"N 114 36, 2080-159 Almeirim, Portugal",+351928099450,https://www.facebook.com/share/18djw7t63W/,,39.1107877,-8.5786382,ChIJLzyRFUX7GA0RjN8q1XvU5LA,,
apify-ChIJMVA7_GHxGA0R1JqQjcJE-cE,Salvador restaurante e Petiscos,salvador-restaurante-e-petiscos,Restaurante,"Praça da República, 2080-044 Almeirim, Portugal",+351910505961,,,39.2098402,-8.6295831,ChIJMVA7_GHxGA0R1JqQjcJE-cE,,
c04ab9f4cdaa,Silas,silas,restaurant,Almeirim,,,,39.2086221,-8.6303482,,way-506127240,1
apify-ChIJV63iL7PxGA0RtfyKcoju2D8,Silas Chef,silas-chef,Restaurante,"R. 5 de Outubro 27, 2080-052 Almeirim, Portugal",+351243599256,http://www.silaschef.pt/,,39.2086221,-8.6303482,ChIJV63iL7PxGA0RtfyKcoju2D8,way-506127240,0.6
apify-ChIJr7MBACvxGA0Rk4FMW-byNXc,SKS INDIAN Restaurant,sks-indian-restaurant,Restaurante indiano,"Unbanizacao, R. Vinha do Santissimo n° 11, 2080-083 Almeirim, Portugal",+351911858502,,,39.2132404,-8.6214809,ChIJr7MBACvxGA0Rk4FMW-byNXc,,
apify-ChIJx93CXWvlGA0RB0bteJfqxy4,Snack Bar,snack-bar,restauração,"2080-329, Portugal",,,,39.1428826,-8.6871338,ChIJx93CXWvlGA0RB0bteJfqxy4,,
apify-ChIJ47RoY7PxGA0RH1hxR5pQJeI,"Sociedade Agricola Quinta Das Chantas, Lda.",sociedade-agricola-quinta-das-chantas-lda,Vinícola,"Tv. do Vareta 10, 2080-184 Almeirim, Portugal",+351243592048,,,39.2096447,-8.6316957,ChIJ47RoY7PxGA0RH1hxR5pQJeI,,
apify-ChIJZbxVHVDwGA0RM6Frq3a50-o,Sopa da Pedra,sopa-da-pedra,Restaurante,Rua de Coruche 2,+351243053085,,,39.2075404,-8.6317784,ChIJZbxVHVDwGA0RM6Frq3a50-o,node-4968688722,0.99
52f3b729c50f,Sopa Da Pedro,sopa-da-pedro,restaurant,Rua de Coruche 2,+351243053085,,,39.2075404,-8.6317784,,node-4968688722,1
apify-ChIJj9DDhPHxGA0RHpmZOWHO--A,Suave Sabor,suave-sabor,Confeitaria,"Rua de Coruche 163 Rc esquerdo, 2080-094 Almeirim, Portugal",+351243592193,,,39.2031919,-8.6281386,ChIJj9DDhPHxGA0RHpmZOWHO--A,,
apify-ChIJoWqTfQD7GA0RmUb3cqwLZko,Tasca das Caricas,tasca-das-caricas,Petiscaria,"Tasca das Caricas, R. Cel. António Manuel Batista 176, 2080-537 Fazendas de Almeirim, Portugal",,,,39.1703053,-8.5729354,ChIJoWqTfQD7GA0RmUb3cqwLZko,,
apify-ChIJP0XXk6nxGA0R60WhIMaWc1U,Tasca do Salsa,tasca-do-salsa,Restaurante,"R. Nova 46 48, 2080-159 Almeirim, Portugal",+351932899104,,,39.2094556,-8.6326798,ChIJP0XXk6nxGA0R60WhIMaWc1U,,
apify-ChIJK1XTDKLxGA0RER9EohmndU8,Tasko d'Adega,tasko-d-adega,Restaurante,"R. João de Deus 78, 2080-576 Fazendas de Almeirim, Portugal",+351932035872,https://www.facebook.com/Tasko-dAdega-105723328559695,,39.179113,-8.5924263,ChIJK1XTDKLxGA0RER9EohmndU8,,
apify-ChIJ38bY11HwGA0RJaeI6gQPzcY,TAVERNA CAVALO PRETO,taverna-cavalo-preto,Restaurante,"Lg. da Pç. de Touros, 2080-030 Almeirim, Portugal",,,,39.200928,-8.6270567,ChIJ38bY11HwGA0RJaeI6gQPzcY,,
apify-ChIJG54iqqDxGA0ROMo-_CxBK9Y,Telepizza Almeirim,telepizza-almeirim,Pizzaria,"R. de Alpiarça 23, 2080-091 Almeirim, Portugal",+351243248174,https://www.telepizza.pt/pizzarias/detalles?sid=03681&store=telepizza-almeirim,,39.2120349,-8.62538,ChIJG54iqqDxGA0ROMo-_CxBK9Y,,
de15c1fb2d86,Tertulia da Quinta,tertulia-da-quinta,Restaurante,"Largo da Praça de Touros 37A, 2080-030, Almeirim",+351 243 593 008,http://tertuliadaquinta.com,,39.201704,-8.6270004,ChIJkeDYuVLwGA0RZDRJORwEbnM,node-12907400729,1
apify-ChIJY-7F9hTxGA0RTN303VQ1neU,Titanic comida caseira & Petisco,titanic-comida-caseira-petisco,Restaurante de brunch,"R. Dionísio Saraiva 19, 2080-104 Almeirim, Portugal",+351243596186,,,39.208585,-8.6282368,ChIJY-7F9hTxGA0RTN303VQ1neU,,
apify-ChIJXa1MBr7wGA0RHefAvovPFlc,Tou Em Casa- Grelha,tou-em-casa-grelha,Restaurante,"2080-516 Fazendas de Almeirim, Portugal",,,,39.1849723,-8.5935043,ChIJXa1MBr7wGA0RHefAvovPFlc,,
apify-ChIJDTntb-HxGA0RbbyX1YQVYLw,Trevo Pastelaria Snack-Bar,trevo-pastelaria-snack-bar,Restaurante,"N114, Almeirim, Portugal",,,,39.2310391,-8.6565496,ChIJDTntb-HxGA0RbbyX1YQVYLw,,
apify-ChIJcz5cqUXxGA0Rq3DNWACAZks,Vinha da padilha,vinha-da-padilha,Vinhedo,"Restaurante caravela, R. de Alpiarça, 2080-091 Almeirim, Portugal",+351918658145,,,39.2162777,-8.6217717,ChIJcz5cqUXxGA0Rq3DNWACAZks,,
